image_id,label,split,num_annot,set_id,video_id,frame_id
set00_V008_0112,"0 0.820190655378557 0.398435798505168 0.053558504221954274 0.17531162042621637
0 0.8562226087177047 0.3928922498477264 0.04207730871952436 0.16348638290746814
",train,2,set00,V008,0112
set00_V008_0113,"0 0.8243698984720548 0.3986117058705267 0.05440289505428231 0.1771880444980566
0 0.8594441474485394 0.3928642997154937 0.0430604087943868 0.16410036637235775
",train,2,set00,V008,0113
set00_V008_0114,"0 0.8286386023498665 0.3987279727130096 0.05524728588661052 0.17906446856989683
0 0.8626656861793741 0.3928363495832611 0.04404350886924924 0.16471434983724742
",train,2,set00,V008,0114
set00_V008_0115,"0 0.8329967670119919 0.39878459903261665 0.056091676718938645 0.18094089264173707
0 0.8700226114064984 0.39569385806192203 0.039806996381182104 0.18335343787696012
0 0.9010411515801284 0.40132313027744265 0.027586348830092967 0.15842380377965426
",train,3,set00,V008,0115
set00_V008_0116,"0 0.8374443924584309 0.3987815848293479 0.05693606755126677 0.18281731671357732
0 0.8741838833029189 0.39569385806192203 0.039806996381182104 0.18335343787696012
0 0.9054387825885784 0.4010014575794129 0.028079385968802485 0.16083634901487742
",train,3,set00,V008,0116
set00_V008_0117,"0 0.8419814786891839 0.3987189301032033 0.05778045838359489 0.1846937407854176
0 0.8784793897766431 0.39569385806192203 0.039806996381182104 0.18335343787696007
0 0.9098364135970283 0.4006797848813832 0.028572423107512002 0.1632488942501006
",train,3,set00,V008,0117
set00_V008_0118,"0 0.8466080257042506 0.39859663485418295 0.058624849215923015 0.18657016485725778
0 0.8829091308276713 0.39569385806192203 0.039806996381182104 0.18335343787696007
0 0.914234044605478 0.4003581121833534 0.02906546024622152 0.16566143948532375
",train,3,set00,V008,0118
set00_V008_0119,"0 0.8513240335036308 0.3984146990822867 0.05946924004825114 0.18844658892909802
0 0.8874731064560033 0.39569385806192203 0.039806996381182104 0.18335343787696007
0 0.9186316756139278 0.4000364394853237 0.029558497384931038 0.168073984720547
",train,3,set00,V008,0119
set00_V008_0120,"0 0.8561295020873247 0.39817312278751466 0.06031363088057921 0.19032301300093826
0 0.8921713166616393 0.39569385806192203 0.039806996381182104 0.18335343787696007
0 0.9230293066223777 0.39971476678729395 0.030051534523640556 0.17048652995577013
",train,3,set00,V008,0120
set00_V008_0121,"0 0.8610244314553326 0.39787190596986677 0.061158021712907386 0.19219943707277848
0 0.8970037614445792 0.39569385806192203 0.039806996381182104 0.18335343787696007
0 0.9274269376308276 0.39939309408926416 0.030544571662350074 0.17289907519099323
",train,3,set00,V008,0121
set00_V008_0122,"0 0.8660088216076542 0.39751104862934317 0.06200241254523551 0.19407586114461872
0 0.9022389099594307 0.39569385806192203 0.039806996381182104 0.18335343787696007
0 0.9318245686392773 0.3990714213912344 0.03103760880105959 0.17531162042621648
",train,3,set00,V008,0122
set00_V008_0123,"0 0.8710826725442893 0.3970905507659437 0.06284680337756346 0.195952285216459
0 0.9074740584742822 0.39559691086720256 0.039806996381182104 0.18354733226639902
0 0.9362221996477271 0.39874974869320473 0.03153064593976911 0.17772416566143961
",train,3,set00,V008,0123
set00_V008_0124,"0 0.8762459842652381 0.3966104123796684 0.06369119420989158 0.19782870928829918
0 0.9127092069891337 0.39549996367248313 0.039806996381182104 0.183741226655838
0 0.940619830656177 0.39842807599517494 0.03202368307847863 0.1801367108966628
",train,3,set00,V008,0124
set00_V008_0125,"0 0.8814987567705007 0.39607063347051724 0.0645355850422197 0.19970513336013945
0 0.9179443555039852 0.39540301647776366 0.039806996381182104 0.18393512104527698
0 0.945017461664627 0.39810640329714514 0.03251672021718815 0.1825492561318859
",train,3,set00,V008,0125
set00_V008_0126,"0 0.8868409900600773 0.3954712140384904 0.06537997587454783 0.2015815574319797
0 0.9231795040188366 0.3953060692830442 0.039806996381182104 0.1841290154347159
0 0.9494150926730767 0.39778473059911534 0.033009757355897666 0.1849618013671091
",train,3,set00,V008,0126
set00_V008_0127,"0 0.8922726841339674 0.39481215408358755 0.06622436670687595 0.20345798150381988
0 0.9284146525336882 0.3949182805041663 0.039806996381182104 0.183741226655838
0 0.9538127236815264 0.39746305790108566 0.033502794494607184 0.1873743466023323
",train,3,set00,V008,0127
set00_V008_0128,"0 0.8977938389921714 0.39409345360580905 0.06706875753920408 0.2053344055756602
0 0.9336498010485397 0.39453049172528837 0.039806996381182104 0.18335343787696007
0 0.9582103546899763 0.39714138520305586 0.0339958316333167 0.18978689183755543
",train,3,set00,V008,0128
set00_V008_0129,"0 0.9034044546346888 0.3933151126051546 0.0679131483715322 0.2072108296475004
0 0.9388849495633912 0.3941427029464105 0.039806996381182104 0.183741226655838
0 0.9626079856984262 0.3968197125050262 0.03448886877202622 0.19219943707277864
",train,3,set00,V008,0129
set00_V008_0130,"0 0.9091045310615201 0.3924771310816244 0.06875753920386032 0.20908725371934064
0 0.9441200980782427 0.3937549141675326 0.039806996381182104 0.1841290154347158
0 0.967005616706876 0.3964980398069964 0.03498190591073574 0.19461198230800178
",train,3,set00,V008,0130
set00_V008_0131,"0 0.9147740123642946 0.3931204764776839 0.06875753920386032 0.21230398069963818
0 0.9493552465930941 0.3933671253886547 0.039806996381182104 0.18451680421359373
0 0.983141136508856 0.3964980398069964 0.034981905910735515 0.1946119823080018
",train,3,set00,V008,0131
set00_V008_0132,"0 0.9204434936670689 0.3937638218737434 0.06875753920386032 0.2155207076799357
0 0.9550266574841833 0.3932701781939353 0.039806996381182104 0.18432290982415478
",train,2,set00,V008,0132
set00_V008_0133,"0 0.9261129749698433 0.39440716726980296 0.06875753920386032 0.21873743466023327
0 0.9606980683752724 0.39317323099921575 0.039806996381182104 0.18412901543471585
",train,2,set00,V008,0133
set00_V008_0134,"0 0.9317824562726177 0.3950505126658625 0.06875753920386032 0.2219541616405308
0 0.9663694792663615 0.3930762838044963 0.039806996381182104 0.18393512104527693
",train,2,set00,V008,0134
set00_V008_0135,"0 0.9374519375753922 0.395693858061922 0.06875753920386032 0.22517088862082832
0 0.9720408901574507 0.3929793366097768 0.039806996381182104 0.18374122665583795
",train,2,set00,V008,0135
set00_V008_0136,"0 0.9431214188781667 0.39633720345798146 0.06875753920386032 0.22838761560112583
0 0.9777123010485398 0.3928823894150574 0.039806996381182104 0.18354733226639902
",train,2,set00,V008,0136
set00_V008_0137,"0 0.948790900180941 0.396980548854041 0.06875753920386032 0.23160434258142334
0 0.9777123010485398 0.3927854422203379 0.039806996381182104 0.18335343787696012
",train,2,set00,V008,0137
set00_V008_0138,"0 0.9544603814837155 0.3976238942501006 0.06875753920386032 0.23482106956172094
",train,1,set00,V008,0138
set00_V008_0139,"0 0.1504328796506539 0.402212771115684 0.05154051065540797 0.15791382837815462
0 0.9601298627864898 0.3982672396461601 0.06875753920386032 0.23803779654201845
",train,2,set00,V008,0139
set00_V009_0045,"0 0.8863157757581999 0.4382581675980256 0.04313476830171919 0.17452159325692182
",train,1,set00,V009,0045
set00_V009_0046,"0 0.8881545249693291 0.43854711265312607 0.04307950649887147 0.17477268598150192
",train,1,set00,V009,0046
set00_V009_0047,"0 0.8899932741804586 0.4388360577082267 0.04302424469602393 0.1750237787060821
",train,1,set00,V009,0047
set00_V009_0048,"0 0.8918320233915878 0.43912500276332717 0.042968982893176216 0.1752748714306622
",train,1,set00,V009,0048
set00_V009_0049,"0 0.8936707726027171 0.43941394781842763 0.0429137210903285 0.1755259641552423
",train,1,set00,V009,0049
set00_V009_0050,"0 0.8955095218138465 0.43970289287352826 0.04285845928748078 0.17577705687982245
",train,1,set00,V009,0050
set00_V009_0051,"0 0.8973482710249758 0.4399918379286287 0.042803197484633064 0.17602814960440258
",train,1,set00,V009,0051
set00_V009_0052,"0 0.8991870202361053 0.4402807829837292 0.042747935681785344 0.17627924232898268
",train,1,set00,V009,0052
set00_V009_0053,"0 0.9010257694472346 0.4405697280388297 0.04269267387893763 0.17653033505356283
",train,1,set00,V009,0053
set00_V009_0054,"0 0.9028645186583639 0.4408586730939303 0.04263741207608991 0.17678142777814293
",train,1,set00,V009,0054
set00_V009_0055,"0 0.9047032678694933 0.4411476181490308 0.04258215027324219 0.17703252050272306
",train,1,set00,V009,0055
set00_V009_0056,"0 0.9065420170806228 0.44143656320413127 0.04252688847039465 0.17728361322730316
",train,1,set00,V009,0056
set00_V009_0057,"0 0.9083807662917519 0.44172550825923185 0.04247162666754694 0.1775347059518833
",train,1,set00,V009,0057
set00_V009_0058,"0 0.9102195155028814 0.4420144533143323 0.04241636486469922 0.1777857986764634
",train,1,set00,V009,0058
set00_V009_0059,"0 0.9120582647140107 0.4423033983694329 0.04236110306185151 0.1780368914010436
",train,1,set00,V009,0059
set00_V009_0060,"0 0.9138970139251401 0.4425923434245334 0.04230584125900379 0.1782879841256237
",train,1,set00,V009,0060
set00_V009_0061,"0 0.9169203224483561 0.44239726482809005 0.04314847135502813 0.17849567058043897
",train,1,set00,V009,0061
set00_V009_0062,"0 0.9198902927916518 0.44220534707701514 0.04391540613643095 0.17861859069639904
",train,1,set00,V009,0062
set00_V009_0063,"0 0.9228069249550274 0.4420165901713086 0.04460664560321224 0.17865674447350374
",train,1,set00,V009,0063
set00_V009_0064,"0 0.9256702189384836 0.44183099411097027 0.04522218975537236 0.1786101319117531
",train,1,set00,V009,0064
set00_V009_0065,"0 0.9284801747420197 0.4416485588960003 0.04576203859291095 0.1784787530111472
",train,1,set00,V009,0065
set00_V009_0066,"0 0.9312367923656357 0.4414692845263988 0.04622619211582801 0.1782626077716861
",train,1,set00,V009,0066
set00_V009_0067,"0 0.933940071809332 0.4412931710021655 0.046614650324123735 0.1779616961933696
",train,1,set00,V009,0067
set00_V009_0068,"0 0.9365900130731082 0.4411202183233005 0.0469274132177981 0.1775760182761978
",train,1,set00,V009,0068
set00_V009_0069,"0 0.9391866161569647 0.4409504264898038 0.04716448079685094 0.17710557402017071
",train,1,set00,V009,0069
set00_V009_0070,"0 0.9417298810609012 0.4407837955016756 0.04732585306128243 0.17655036342528832
0 0.9268618999692242 0.4188339906730686 0.03426240941637317 0.15817200422589625
",train,2,set00,V009,0070
set00_V009_0071,"0 0.944219807784918 0.4406203253589156 0.0474115300110924 0.17591038649155066
0 0.9282669705142479 0.4199843852616453 0.03402102154671951 0.15967622477559865
",train,2,set00,V009,0071
set00_V009_0072,"0 0.9466563963290145 0.44046001606152396 0.047421511646281014 0.17518564321895772
0 0.9297082487241554 0.42113477985022196 0.033779633677065844 0.161180445325301
",train,2,set00,V009,0072
set00_V009_0073,"0 0.9490396466931916 0.4403028676095007 0.04735579796684828 0.17437613360750948
0 0.9311857345989472 0.4222851744387986 0.03353824580741218 0.16268466587500338
",train,2,set00,V009,0073
set00_V009_0074,"0 0.9512885390846253 0.4401488800028457 0.04737642855844015 0.1734818576572059
0 0.9326994281386232 0.42343556902737534 0.03329685793775834 0.16418888642470578
",train,2,set00,V009,0074
set00_V009_0075,"0 0.9537448900554527 0.44054362845176714 0.04779324909234415 0.17390399242333732
0 0.9342493293431833 0.424585963615952 0.03305547006810468 0.1656931069744081
",train,2,set00,V009,0075
set00_V009_0076,"0 0.9561357908171977 0.44093837690068854 0.04806044199160802 0.17432612718946872
0 0.9358354382126273 0.42573635820452865 0.032814082198451014 0.16719732752411046
",train,2,set00,V009,0076
set00_V009_0077,"0 0.9584612413698601 0.4413331253496099 0.04817800725623176 0.1747482619556001
0 0.9374577547469557 0.42688675279310534 0.03257269432879735 0.16870154807381285
",train,2,set00,V009,0077
set00_V009_0078,"0 0.9607212417134398 0.4417278737985313 0.048145944886215375 0.17517039672173157
0 0.939116278946168 0.42803714738168197 0.032331306459143505 0.17020576862351522
",train,2,set00,V009,0078
set00_V009_0079,"0 0.9629157918479369 0.44212262224745263 0.047964254881558865 0.17559253148786294
0 0.9408110108102646 0.4291875419702587 0.03208991858948984 0.1717099891732176
",train,2,set00,V009,0079
set00_V009_0080,"0 0.9650448917733517 0.442517370696374 0.04763293724226206 0.17601466625399437
0 0.9425419503392454 0.43033793655883534 0.03184853071983618 0.17321420972291998
",train,2,set00,V009,0080
set00_V009_0081,"0 0.9671085414896837 0.4429121191452953 0.04715199196832512 0.1764368010201257
0 0.9443090975331101 0.43148833114741203 0.03160714285018251 0.1747184302726223
",train,2,set00,V009,0081
set00_V009_0082,"0 0.9691067409969332 0.44330686759421667 0.04652141905974823 0.17685893578625714
0 0.9461124523918593 0.4326387257359887 0.031365754980528675 0.17622265082232466
",train,2,set00,V009,0082
set00_V009_0083,"0 0.9710394902951003 0.44370161604313807 0.04574121851653104 0.17728107055238856
0 0.9479520149154923 0.4337891203245654 0.031124367110875007 0.17772687137202703
",train,2,set00,V009,0083
set00_V009_0084,"0 0.9729067893841846 0.44409636449205947 0.04481139033867372 0.17770320531852
0 0.9498277851040093 0.4349395149131421 0.030882979241221343 0.17923109192172942
",train,2,set00,V009,0084
set00_V009_0085,"0 0.9741998373296646 0.4448949901623056 0.04404821626320654 0.17893309452730086
0 0.9517397629574108 0.4360899095017187 0.0306415913715675 0.1807353124714318
",train,2,set00,V009,0085
set00_V009_0086,"0 0.9752552151787559 0.4456936158325516 0.043760382380516744 0.18016298373608167
0 0.9536879484756963 0.4372403040902954 0.030400203501913838 0.18223953302113416
",train,2,set00,V009,0086
set00_V009_0087,"0 0.9763105930278471 0.4464922415027977 0.04347254849782676 0.18139287294486253
0 0.9556723416588659 0.4383906986788721 0.030158815632260173 0.18374375357083655
",train,2,set00,V009,0087
set00_V009_0088,"0 0.9773659708769386 0.4472908671730438 0.043184714615136954 0.1826227621536433
0 0.9576929425069196 0.43964569186500346 0.029917427762606332 0.1854571713156482
",train,2,set00,V009,0088
set00_V009_0089,"0 0.9784213487260299 0.44808949284328986 0.04289688073244716 0.1838526513624241
0 0.9597497510198576 0.4409149418204051 0.029676039892952668 0.18719910259900044
",train,2,set00,V009,0089
set00_V009_0090,"0 0.9794767265751212 0.44888811851353594 0.04260904684975735 0.185082540571205
0 0.9618427671976797 0.44203047020979686 0.029434652023299004 0.18863359075033306
",train,2,set00,V009,0090
set00_V009_0091,"0 0.9806690984241924 0.449577677884336 0.04014726389200299 0.18416499579683326
0 0.9639719910403859 0.4429922770331788 0.02919326415364534 0.189760635769646
",train,2,set00,V009,0091
set00_V009_0092,"0 0.9818614702732635 0.4502672372551359 0.0376854809342488 0.18324745102246134
0 0.9661374225479762 0.44330250689839396 0.028951876283991675 0.1915759484412528
",train,2,set00,V009,0092
set00_V009_0093,"0 0.9830538421223345 0.45095679662593596 0.03522369797649443 0.18232990624808962
0 0.9683390617204506 0.4434590151975993 0.02871048841433801 0.1930838179808399
",train,2,set00,V009,0093
set00_V009_0094,"0 0.9842462139714055 0.451646355996736 0.03276191501874006 0.18141236147371784
0 0.9705769085578093 0.4434618019307948 0.02846910054468417 0.19428424438840738
",train,2,set00,V009,0094
set00_V009_0095,"0 0.9854385858204768 0.45233591536753603 0.030300132060985696 0.18049481669934597
0 0.972850963060052 0.44331086709798034 0.028227712675030506 0.19517722766395498
",train,2,set00,V009,0095
set00_V009_0096,"0 0.9866309576695479 0.4530254747383361 0.02783834910323151 0.1795772719249743
0 0.9751612252271787 0.44300621069915613 0.02798632480537684 0.19576276780748306
",train,2,set00,V009,0096
set00_V009_0097,"0 0.9878233295186191 0.45371503410913605 0.025376566145477144 0.17865972715060247
0 0.9775076950591899 0.442547832734322 0.027744936935723177 0.19604086481899127
",train,2,set00,V009,0097
set00_V010_0000,"0 0.9556103613791717 0.40049750368583303 0.05185363892239643 0.21873743466023327
0 0.9007571245476478 0.3977847305991154 0.0425090470446321 0.19611312156547372
0 0.8591712918820019 0.3921850534544336 0.044118568147504256 0.17818094089264172
",train,3,set00,V010,0000
set00_V010_0001,"0 0.9556103613791717 0.40049750368583303 0.05185363892239643 0.21873743466023327
0 0.9007571245476478 0.3977847305991154 0.0425090470446321 0.19611312156547372
0 0.8591712918820019 0.3921850534544336 0.044118568147504256 0.17818094089264172
",train,3,set00,V010,0001
set00_V010_0002,"0 0.9556103613791717 0.40049750368583303 0.05185363892239643 0.21873743466023327
0 0.9007571245476478 0.3977847305991154 0.0425090470446321 0.19611312156547372
0 0.8591712918820019 0.3921850534544336 0.044118568147504256 0.17818094089264172
",train,3,set00,V010,0002
set00_V010_0003,"0 0.95786207026538 0.39974693405709694 0.05129071170084423 0.21873743466023327
0 0.9026570039203862 0.3976238942501006 0.04377563329312437 0.19686369119420988
0 0.8602692347172205 0.39376419883393643 0.04601804761598541 0.17962042621632493
",train,3,set00,V010,0003
set00_V010_0004,"0 0.9599851100723763 0.3990392541214315 0.05075995174909523 0.21873743466023327
0 0.904585029654202 0.39746305790108566 0.04498592681946115 0.19761426082294598
0 0.861453644983325 0.39515316410038087 0.047746656141346655 0.18106312826698842
",train,3,set00,V010,0004
set00_V010_0005,"0 0.9619794808001608 0.3983744638788366 0.05026135906714906 0.21873743466023327
0 0.9065412017490954 0.3973022215520708 0.04613992762364294 0.19836483045168204
0 0.8627245226803151 0.3963519492537666 0.04930439372358802 0.18250904704463214
",train,3,set00,V010,0005
set00_V010_0006,"0 0.9638451824487334 0.39775256332931247 0.04979493365500592 0.21873743466023327
0 0.9085255202050665 0.3971413852030559 0.04723763570566941 0.1991154000804182
0 0.8640818678081907 0.397360554294094 0.05069126036270948 0.18395818254925617
",train,3,set00,V010,0006
set00_V010_0007,"0 0.9655822150180943 0.3971735524728589 0.04936067551266579 0.21873743466023327
0 0.9105379850221151 0.396980548854041 0.048279051065540736 0.19986596970915424
0 0.865525680366952 0.3981789792213628 0.05190725605871105 0.18541053478086056
",train,3,set00,V010,0007
set00_V010_0008,"0 0.9671905785082431 0.39663743130947604 0.048958584640128505 0.21873743466023327
0 0.9125785962002415 0.3968197125050262 0.04926417370325691 0.2006165393378904
0 0.8670559603565995 0.39880722403557317 0.05295238081159273 0.1868661037394452
",train,3,set00,V010,0008
set00_V010_0009,"0 0.9686702729191797 0.3961441998391637 0.04858866103739423 0.21873743466023327
0 0.9146473537394453 0.3966588761560113 0.05019300361881776 0.20136710896662646
0 0.8686727077771323 0.3992452887367251 0.05382663462135451 0.18832488942501016
",train,3,set00,V010,0009
set00_V010_0010,"0 0.9700212982509048 0.39569385806192203 0.048250904704462985 0.21873743466023327
0 0.9167442576397268 0.3964980398069964 0.051065540812223455 0.20211767859536256
0 0.8703759226285508 0.3994931733248185 0.05453001748799631 0.18978689183755537
",train,3,set00,V010,0010
set00_V010_0011,"0 0.9700212982509048 0.39569385806192203 0.048250904704462985 0.21873743466023327
0 0.9188693079010859 0.39633720345798146 0.05188178528347401 0.20286824822409866
0 0.872165604910855 0.39955087779985343 0.055062529411518214 0.19125211097708092
",train,3,set00,V010,0011
set00_V010_0012,"0 0.9700212982509048 0.39569385806192203 0.048250904704462985 0.21873743466023327
0 0.9210225045235225 0.39617636710896664 0.052641737032569226 0.20361881785283475
0 0.8740417546240451 0.3994184021618298 0.05542417039192032 0.19272054684358675
",train,3,set00,V010,0012
set00_V010_0013,"0 0.9700212982509048 0.39569385806192203 0.048250904704462985 0.21873743466023327
0 0.9232038475070369 0.3960155307599518 0.053345396059509304 0.20436938748157088
0 0.8760043717681207 0.3990957464107477 0.05561494042920234 0.19419219943707292
",train,3,set00,V010,0013
set00_V010_0014,"0 0.9700212982509048 0.39569385806192203 0.048250904704462985 0.21873743466023327
0 0.9254133368516287 0.39585469441093685 0.053992762364294226 0.20511995711030692
0 0.8780534563430822 0.39858291054660705 0.05563483952336448 0.19566706875753936
",train,3,set00,V010,0014
set00_V010_0015,"0 0.9700212982509048 0.39569385806192203 0.048250904704462985 0.21873743466023327
0 0.9276509725572982 0.39569385806192203 0.05458383594692382 0.20587052673904302
0 0.8801890083489291 0.3978798945694079 0.05548386767440672 0.19714515480498604
",train,3,set00,V010,0015
set00_V010_0016,"0 0.9299167546240453 0.39553302171290716 0.05511861680739827 0.20662109636777917
0 0.8824110277856619 0.39698669847915036 0.05516202488232907 0.19862645757941302
",train,2,set00,V010,0016
set00_V010_0017,"0 0.9322106830518699 0.3953721853638923 0.05559710494571757 0.20737166599651524
0 0.8847195146532805 0.39590332227583436 0.05466931114713152 0.20011097708082037
",train,2,set00,V010,0017
set00_V010_0018,"0 0.9345327578407723 0.3952113490148774 0.05601930036188155 0.20812223562525134
0 0.8871144689517847 0.3946297659594598 0.054005726468814075 0.20159871330920798
",train,2,set00,V010,0018
set00_V010_0019,"0 0.9368829789907519 0.3950505126658625 0.05638520305589037 0.20887280525398744
0 0.8895958906811746 0.3931660295300267 0.053171270847376745 0.2030896662645759
",train,2,set00,V010,0019
set00_V010_0020,"0 0.9392613465018095 0.3948896763168476 0.05669481302774404 0.20962337488272353
0 0.8921637798414501 0.39151211298753524 0.05216594428281948 0.2045838359469241
",train,2,set00,V010,0020
set00_V010_0021,"0 0.9416678603739446 0.3947288399678328 0.05694813027744257 0.21037394451145966
0 0.8939684206217923 0.3915466928025734 0.052689178396780716 0.2060812223562526
",train,2,set00,V010,0021
set00_V010_0022,"0 0.9441025206071574 0.3945680036188179 0.05714515480498577 0.2111245141401957
0 0.8957786035177039 0.39157001407318054 0.05320339219825421 0.2075818254925614
",train,2,set00,V010,0022
set00_V010_0023,"0 0.9465653272014478 0.39440716726980296 0.057285886610373815 0.21187508376893185
0 0.8975943285291852 0.3915820767993567 0.05370858568724018 0.2090856453558505
",train,2,set00,V010,0023
set00_V010_0024,"0 0.9490562801568156 0.3942463309207881 0.05737032569360654 0.2126256533976679
0 0.899415595656236 0.3915828809811018 0.05420475886373826 0.21059268194611988
",train,2,set00,V010,0024
set00_V010_0025,"0 0.9515753794732611 0.3940854945717733 0.05739847205468412 0.21337622302640402
0 0.9012424048988568 0.39157242661841574 0.054691911727748815 0.2121029352633696
",train,2,set00,V010,0025
set00_V010_0026,"0 0.954122625150784 0.3939246582227584 0.05737032569360654 0.21412679265514012
0 0.9030747562570465 0.3915507137112988 0.05517004427927166 0.2136164053075996
",train,2,set00,V010,0026
set00_V010_0027,"0 0.956698017189385 0.39376382187374354 0.057285886610373815 0.21487736228387622
0 0.9049126497308063 0.3915177422597507 0.0556391565183068 0.2151330920788099
",train,2,set00,V010,0027
set00_V010_0028,"0 0.9593015555890632 0.39360298552472867 0.05714515480498577 0.21562793191261231
0 0.9067560853201354 0.39147351226377164 0.056099248444854234 0.21665299557700046
",train,2,set00,V010,0028
set00_V010_0029,"0 0.9619332403498192 0.39344214917571374 0.05694813027744257 0.21637850154134838
0 0.9086050630250342 0.39141802372336154 0.056550320058913965 0.21817611580217133
",train,2,set00,V010,0029
set00_V010_0030,"0 0.9645930714716526 0.39328131282669887 0.05669481302774422 0.21712907117008448
0 0.9104595828455028 0.3913512766385203 0.05699237136048616 0.2197024527543225
",train,2,set00,V010,0030
set00_V010_0031,"0 0.9657485113804656 0.39328131282669887 0.05438393321011823 0.21712907117008448
0 0.9123196447815407 0.3912732710092481 0.05742540234957066 0.221232006433454
",train,2,set00,V010,0031
set00_V010_0032,"0 0.9669039512892786 0.39328131282669887 0.05207305339249224 0.21712907117008448
0 0.9141852488331484 0.3911840068355448 0.057849413026167265 0.22276477683956575
",train,2,set00,V010,0032
set00_V010_0033,"0 0.9680593911980918 0.39328131282669887 0.04976217357486626 0.21712907117008448
0 0.9160563950003255 0.3910834841174105 0.058264403390276345 0.22430076397265786
",train,2,set00,V010,0033
set00_V010_0034,"0 0.9692148311069048 0.39328131282669887 0.04745129375724009 0.21712907117008448
0 0.9179330832830722 0.39097170285484517 0.05867037344189772 0.2258399678327302
",train,2,set00,V010,0034
set00_V010_0035,"0 0.9703702710157178 0.39328131282669887 0.04514041393961417 0.21712907117008448
0 0.9198153136813885 0.39084866304784877 0.05906732318103139 0.22738238841978287
",train,2,set00,V010,0035
set00_V010_0036,"0 0.9217030861952744 0.3907143646964214 0.059455252607677346 0.22892802573381582
",train,1,set00,V010,0036
set00_V010_0037,"0 0.9235964008247302 0.3905688078005629 0.05983416172183578 0.23047687977482909
",train,1,set00,V010,0037
set00_V010_0038,"0 0.925495257569755 0.39041199236027346 0.06020405052350633 0.2320289505428227
",train,1,set00,V010,0038
set00_V010_0039,"0 0.9273996564303497 0.39024391837555283 0.060564919012689344 0.23358423803779652
",train,1,set00,V010,0039
set00_V010_0040,"0 0.9293095974065141 0.3900645858464013 0.06091676718938466 0.23514274225975065
",train,1,set00,V010,0040
set00_V010_0041,"0 0.9333091698355184 0.39146687029981647 0.060554968557084976 0.23414555689585845
",train,1,set00,V010,0041
set00_V010_0042,"0 0.9373087422645224 0.3928691547532317 0.06019316992478512 0.23314837153196616
",train,1,set00,V010,0042
set00_V010_0043,"0 0.9413083146935265 0.3942714392066469 0.05983137129248544 0.23215118616807395
",train,1,set00,V010,0043
set00_V010_0044,"0 0.9453078871225306 0.39567372366006204 0.05946957266018576 0.2311540008041817
",train,1,set00,V010,0044
set00_V010_0045,"0 0.9493074595515347 0.3970760081134772 0.0591077740278859 0.2301568154402895
",train,1,set00,V010,0045
set00_V010_0046,"0 0.953307031980539 0.39847829256689243 0.058745975395586215 0.22915963007639728
",train,1,set00,V010,0046
set00_V010_0047,"0 0.9573066044095431 0.39988057702030766 0.058384176763286534 0.22816244471250505
",train,1,set00,V010,0047
set00_V010_0048,"0 0.9613061768385474 0.40128286147372283 0.05802237813098685 0.22716525934861279
",train,1,set00,V010,0048
set00_V010_0049,"0 0.9653057492675512 0.40268514592713794 0.057660579498687 0.22616807398472058
",train,1,set00,V010,0049
set00_V010_0050,"0 0.9693053216965556 0.40408743038055317 0.057298780866387324 0.22517088862082835
",train,1,set00,V010,0050
set00_V010_0051,"0 0.9693053216965556 0.40408743038055317 0.05729878086638732 0.22517088862082837
0 0.1756036190827005 0.390940593125814 0.04283908429697752 0.15752040233210937
",train,2,set00,V010,0051
set00_V011_0000,"0 0.9047759706237566 0.4109450483091788 0.05193236714975846 0.1669887278582932
0 0.9675686896135265 0.41972121578099836 0.044685990338164144 0.1626409017713366
",train,2,set00,V011,0000
set00_V011_0001,"0 0.9047759706237566 0.4109450483091788 0.05193236714975846 0.1669887278582932
0 0.9675686896135265 0.41972121578099836 0.044685990338164144 0.1626409017713366
",train,2,set00,V011,0001
set00_V011_0002,"0 0.9047759706237566 0.4109450483091788 0.05193236714975846 0.1669887278582932
0 0.9675686896135265 0.41972121578099836 0.044685990338164144 0.1626409017713366
",train,2,set00,V011,0002
set00_V011_0003,"0 0.9044275551026568 0.411387882447665 0.05193236714975846 0.16755233494363939
0 0.9675686896135265 0.41972121578099836 0.044685990338164144 0.1626409017713366
",train,2,set00,V011,0003
set00_V011_0004,"0 0.9042463679312303 0.4118307165861514 0.05193236714975846 0.1681159420289856
0 0.9675686896135263 0.41972121578099836 0.04468599033816412 0.16264090177133667
",train,2,set00,V011,0004
set00_V011_0005,"0 0.9042324091094769 0.4122735507246376 0.05193236714975846 0.1686795491143318
0 0.9690048109370558 0.41972121578099836 0.044685990338164144 0.1626409017713366
",train,2,set00,V011,0005
set00_V011_0006,"0 0.9043856786373967 0.4127163848631239 0.05193236714975846 0.169243156199678
0 0.9704409322605851 0.41972121578099836 0.044685990338164144 0.1626409017713366
",train,2,set00,V011,0006
set00_V011_0007,"0 0.9047061765149899 0.41315921900161023 0.05193236714975846 0.1698067632850242
0 0.9718770535841146 0.41972121578099836 0.044685990338164144 0.1626409017713366
",train,2,set00,V011,0007
set00_V011_0008,"0 0.9051939027422562 0.4136020531400966 0.05193236714975855 0.17037037037037045
0 0.9733131749076439 0.41972121578099836 0.04468599033816406 0.16264090177133667
",train,2,set00,V011,0008
set00_V011_0009,"0 0.9058488573191955 0.41404488727858285 0.05193236714975864 0.17093397745571667
0 0.9737918820154872 0.41972121578099836 0.044685990338164144 0.1626409017713366
",train,2,set00,V011,0009
